"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-01","0.0",",,7,0700","1.7",",,7","2.8",",,7","0.0",",,7,0700","0.0",",,7,0700","3.9",",,7","4.4",",,7","0.0",",,7","-3.9",",,7","-3.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-02","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","1.7",",,7","2.8",",,7","6.7",",,7","-5.0",",,7","0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-03","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","2.2",",,7","2.2",",,7","2.2",",,7","-4.4",",,7","-3.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-04","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","2.8",",,7","2.8",",,7","5.0",",,7","-3.9",",,7","-0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-05","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","1.7",",,7","2.2",",,7","2.8",",,7","-2.2",",,7","0.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-06","1.5",",,7,0700","1.7",",,7","1.7",",,7","0.0","T,,7,0700","0.0","T,,7,0700","2.8",",,7","2.8",",,7","1.7",",,7","0.0",",,7","0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-07","0.0","T,,7,0700","1.7",",,7","2.2",",,7","0.0","T,,7,0700","0.0",",,7,0700","4.4",",,7","3.9",",,7","3.3",",,7","-0.6",",,7","0.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-08","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","1.7",",,7","2.2",",,7","3.9",",,7","0.0",",,7","1.1",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-09","20.3",",,7,0700","1.1",",,7","1.7",",,7","43.0",",,7,0700","51.0",",,7,0700","1.1",",,7","1.7",",,7","1.7",",,7","-2.8",",,7","-2.8",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-10","1.8",",,7,0700","1.1",",,7","1.7",",,7","25.0",",,7,0700","76.0",",,7,0700","1.7",",,7","1.7",",,7","4.4",",,7","-6.7",",,7","2.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-11","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","51.0",",,7,0700","2.2",",,7","2.2",",,7","4.4",",,7","-1.1",",,7","4.4",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-12","0.5",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","2.2",",,7","2.8",",,7","4.4",",,7","-11.7",",,7","-11.1",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-13","0.8",",,7,0700","0.6",",,7","1.1",",,7","5.0",",,7,0700","0.0","T,,7,0700","1.1",",,7","1.7",",,7","-11.1",",,7","-20.6",",,7","-20.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-14","0.5",",,7,0700","-1.1",",,7","0.0",",,7","5.0",",,7,0700","0.0","T,,7,0700","0.6",",,7","1.1",",,7","-19.4",",,7","-23.9",",,7","-20.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-15","0.0",",,7,0700","-2.2",",,7","-0.6",",,7","0.0",",,7,0700","0.0","T,,7,0700","-1.1",",,7","0.0",",,7","-15.6",",,7","-22.8",",,7","-16.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-16","1.0",",,7,0700","-1.7",",,7","-1.1",",,7","25.0",",,7,0700","25.0",",,7,0700","-1.1",",,7","-0.6",",,7","-11.7",",,7","-20.6",",,7","-13.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-17","0.0",",,7,0700","-1.7",",,7","-1.1",",,7","0.0",",,7,0700","25.0",",,7,0700","-0.6",",,7","-0.6",",,7","3.3",",,7","-13.3",",,7","0.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-18","0.0",",,7,0700","-0.6",",,7","-0.6",",,7","0.0",",,7,0700","0.0","T,,7,0700","0.0",",,7","0.0",",,7","3.9",",,7","-6.7",",,7","-6.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-19","0.5",",,7,0700","-1.7",",,7","-0.6",",,7","10.0",",,7,0700","0.0","T,,7,0700","0.0",",,7","0.0",",,7","-6.7",",,7","-16.1",",,7","-16.1",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-20","0.0",",,7,0700","-2.8",",,7","-1.1",",,7","0.0",",,7,0700","0.0","T,,7,0700","-1.1",",,7","-0.6",",,7","-9.4",",,7","-19.4",",,7","-14.4",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-21","0.0",",,7,0700","-2.8",",,7","-1.7",",,7","0.0",",,7,0700","0.0","T,,7,0700","-0.6",",,7","-0.6",",,7","0.6",",,7","-14.4",",,7","-0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-22","4.1",",,7,0700","-0.6",",,7","-0.6",",,7","3.0",",,7,0700","0.0","T,,7,0700","0.0",",,7","0.0",",,7","2.2",",,7","-2.2",",,7","1.1",",,7,",,,,,,,,,"    1",",,7"
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-23","15.5",",,7,0700","0.0",",,7","0.0",",,7","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7","0.0",",,7","5.0",",,7","1.1",",,7","3.3",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-24","8.4",",,7,0700","0.0",",,7","0.0",",,7","0.0",",,7,0700","0.0",",,7,0700","0.0",",,7","0.0",",,7","6.7",",,7","2.2",",,7","3.3",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-25","0.3",",,7,0700","0.0",",,7","0.0",",,7","0.0",",,7,0700","0.0",",,7,0700","1.1",",,7","0.0",",,7","5.0",",,7","2.2",",,7","2.8",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-26","10.7",",,7,0700","0.6",",,7","0.0",",,7","0.0",",,7,0700","0.0",",,7,0700","2.2",",,7","1.7",",,7","4.4",",,7","1.7",",,7","1.7",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-27","0.0","T,,7,0700","0.6",",,7","1.1",",,7","0.0",",,7,0700","0.0",",,7,0700","2.8",",,7","2.2",",,7","3.9",",,7","1.1",",,7","2.2",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-28","0.5",",,7,0700","1.1",",,7","1.1",",,7","0.0",",,7,0700","0.0",",,7,0700","2.8",",,7","2.8",",,7","2.8",",,7","-2.2",",,7","-2.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-29","0.0",",,7,0700","0.6",",,7","1.1",",,7","0.0",",,7,0700","0.0",",,7,0700","5.0",",,7","2.8",",,7","14.4",",,7","-5.0",",,7","7.8",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-30","0.0",",,7,0700","1.7",",,7","2.2",",,7","0.0",",,7,0700","0.0",",,7,0700","6.7",",,7","5.0",",,7","8.3",",,7","2.8",",,7","3.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-01-31","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","7.2",",,7","5.0",",,7","12.8",",,7","-2.2",",,7","8.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-01","0.0",",,7,0700","2.2",",,7","2.8",",,7","0.0",",,7,0700","0.0",",,7,0700","10.0",",,7","7.8",",,7","20.0",",,7","4.4",",,7","11.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-02","0.0",",,7,0700","5.6",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","10.6",",,7","8.3",",,7","11.7",",,7","5.0",",,7","5.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-03","0.0",",,7,0700","5.6",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","10.0",",,7","8.3",",,7","16.1",",,7","3.9",",,7","7.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-04","0.0",",,7,0700","4.4",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","8.3",",,7","7.2",",,7","10.6",",,7","2.8",",,7","4.4",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-05","0.0",",,7,0700","2.2",",,7","3.3",",,7","0.0",",,7,0700","0.0",",,7,0700","8.9",",,7","7.2",",,7","13.3",",,7","0.6",",,7","0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-06","0.0",",,7,0700","1.7",",,7","2.8",",,7","0.0",",,7,0700","0.0",",,7,0700","9.4",",,7","7.2",",,7","14.4",",,7","-3.9",",,7","7.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-07","0.0",",,7,0700","3.3",",,7","3.9",",,7","0.0",",,7,0700","0.0",",,7,0700","9.4",",,7","7.8",",,7","17.2",",,7","4.4",",,7","11.1",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-08","0.0",",,7,0700","5.6",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","12.2",",,7","10.0",",,7","21.7",",,7","9.4",",,7","11.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-09","0.0",",,7,0700","4.4",",,7","5.0",",,7","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","9.4",",,7","18.9",",,7","4.4",",,7","7.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-10","0.0",",,7,0700","3.3",",,7","4.4",",,7","0.0",",,7,0700","0.0",",,7,0700","8.3",",,7","7.8",",,7","7.2",",,7","1.1",",,7","1.1",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-11","0.0",",,7,0700","2.2",",,7","3.3",",,7","0.0",",,7,0700","0.0",",,7,0700","6.1",",,7","6.1",",,7","5.6",",,7","-1.7",",,7","1.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-12","0.0",",,7,0700","2.2",",,7","3.3",",,7","0.0",",,7,0700","0.0",",,7,0700","7.8",",,7","6.1",",,7","10.0",",,7","0.0",",,7","2.8",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-13","0.0",",,7,0700","1.7",",,7","2.8",",,7","0.0",",,7,0700","0.0",",,7,0700","9.4",",,7","7.2",",,7","16.1",",,7","-2.8",",,7","7.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-14","0.0",",,7,0700","2.2",",,7","3.3",",,7","0.0",",,7,0700","0.0",",,7,0700","11.1",",,7","8.3",",,7","17.2",",,7","0.0",",,7","12.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-15","0.0","T,,7,0700","5.0",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","10.6",",,7","8.9",",,7","12.2",",,7","3.9",",,7","3.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-16","0.5",",,7,0700","2.2",",,7","3.3",",,7","0.0","T,,7,0700","0.0","T,,7,0700","5.0",",,7","5.6",",,7","3.9",",,7","-4.4",",,7","-4.4",",,7,",,,,,,,"    1",",,7",,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-17","4.3",",,7,0700","1.7",",,7","2.8",",,7","51.0",",,7,0700","51.0",",,7,0700","3.9",",,7","3.3",",,7","-2.8",",,7","-10.6",",,7","-3.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-18","0.0",",,7,0700","1.1",",,7","2.2",",,7","0.0",",,7,0700","0.0",",,7,0700","6.7",",,7","4.4",",,7","10.0",",,7","-3.9",",,7","-1.1",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-19","0.0",",,7,0700","1.1",",,7","1.7",",,7","0.0",",,7,0700","0.0",",,7,0700","9.4",",,7","6.1",",,7","13.9",",,7","-4.4",",,7","1.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-20","0.0",",,7,0700","1.7",",,7","2.2",",,7","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","8.3",",,7","18.3",",,7","1.1",",,7","10.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-21","0.0",",,7,0700","3.3",",,7","3.9",",,7","0.0",",,7,0700","0.0",",,7,0700","12.8",",,7","10.0",",,7","21.7",",,7","6.1",",,7","13.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-22","0.0",",,7,0700","7.2",",,7","7.2",",,7","0.0",",,7,0700","0.0",",,7,0700","13.3",",,7","11.1",",,7","19.4",",,7","8.3",",,7","10.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-23","0.0",",,7,0700","4.4",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","12.2",",,7","10.0",",,7","17.2",",,7","3.9",",,7","7.8",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-24","0.0",",,7,0700","3.3",",,7","4.4",",,7","0.0",",,7,0700","0.0",",,7,0700","12.2",",,7","8.9",",,7","10.6",",,7","0.0",",,7","8.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-25","0.0",",,7,0700","3.9",",,7","5.0",",,7","0.0",",,7,0700","0.0",",,7,0700","15.0",",,7","11.7",",,7","22.8",",,7","6.1",",,7","12.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-26","0.0",",,7,0700","5.0",",,7","6.1",",,7","0.0",",,7,0700","0.0",",,7,0700","16.1",",,7","12.8",",,7","26.1",",,7","3.9",",,7","17.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-27","0.0",",,7,0700","8.9",",,7","10.0",",,7","0.0",",,7,0700","0.0",",,7,0700","17.2",",,7","14.4",",,7","26.1",",,7","-0.6",",,7","-0.6",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-28","0.8",",,7,0700","3.3",",,7","4.4",",,7","0.0","T,,7,0700","0.0",",,7,0700","10.6",",,7","10.0",",,7","2.2",",,7","-7.2",",,7","-3.9",",,7,",,,,,"    1",",,7","    1",",,7",,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-02-29","0.0",",,7,0700","1.7",",,7","2.8",",,7","0.0",",,7,0700","0.0",",,7,0700","11.7",",,7","8.3",",,7","12.2",",,7","-5.0",",,7","5.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-01","0.0","T,,7,0700","5.0",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","11.1",",,7","9.4",",,7","10.0",",,7","1.7",",,7","5.0",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-02","0.0","T,,7,0700","3.9",",,7","5.0",",,7","0.0","T,,7,0700","0.0",",,7,0700","14.4",",,7","11.1",",,7","20.6",",,7","2.2",",,7","13.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-03","0.0",",,7,0700","8.3",",,7","8.9",",,7","0.0",",,7,0700","0.0",",,7,0700","17.8",",,7","14.4",",,7","27.8",",,7","12.2",",,7","18.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-04","0.0",",,7,0700","11.1",",,7","11.1",",,7","0.0",",,7,0700","0.0",",,7,0700","17.8",",,7","15.6",",,7","26.1",",,7","9.4",",,7","9.4",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-05","0.5",",,7,0700","9.4",",,7","10.0",",,7","0.0",",,7,0700","0.0",",,7,0700","13.3",",,7","13.3",",,7","10.0",",,7","6.7",",,7","8.3",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-06","0.0","T,,7,0700","6.1",",,7","7.8",",,7","0.0",",,7,0700","0.0",",,7,0700","15.0",",,7","12.2",",,7","16.1",",,7","2.8",",,7","6.7",",,7,",,,"    1",",,7",,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-07","0.0","T,,7,0700","7.8",",,7","8.3",",,7","0.0",",,7,0700","0.0",",,7,0700","11.1",",,7","10.6",",,7","12.2",",,7","5.0",",,7","11.7",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-08","15.5",",,7,0700","7.8",",,7","8.3",",,7","0.0",",,7,0700","0.0",",,7,0700","11.1",",,7","11.1",",,7","11.7",",,7","3.9",",,7","3.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-09","0.0","T,,7,0700","5.0",",,7","6.1",",,7","0.0",",,7,0700","0.0",",,7,0700","12.8",",,7","10.6",",,7","10.6",",,7","-0.6",",,7","3.9",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-10","0.0",",,7,0700","3.3",",,7","5.0",",,7","0.0",",,7,0700","0.0",",,7,0700","13.9",",,7","11.1",",,7","13.9",",,7","-1.7",",,7","7.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-11","0.0",",,7,0700","4.4",",,7","5.6",",,7","0.0",",,7,0700","0.0",",,7,0700","15.0",",,7","12.2",",,7","20.6",",,7","5.0",",,7","13.3",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-12","0.0",",,7,0700","7.2",",,7","7.8",",,7","0.0",",,7,0700","0.0",",,7,0700","16.7",",,7","13.9",",,7","23.9",",,7","8.9",",,7","12.2",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-13","13.2",",,7,0700","10.0",",,7","10.6",",,7","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","16.7",",,7","23.9",",,7","11.1",",,7","19.4",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-14","17.8",",,7,0700","12.8",",,7","12.8",",,7","0.0",",,7,0700","0.0",",,7,0700","19.4",",,7","17.2",",,7","24.4",",,7","9.4",",,7","10.0",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-03-15","1.5",",,7,0700","10.0",",,7","11.1",",,7","0.0",",,7,0700","0.0",",,7,0700","16.7",",,7","14.4",",,7","16.7",",,7","6.7",",,7","8.9",",,7,",,,,,"    1",",,7",,,,
